"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"11/05/2020 14:25","Pelotas - R21","Pelotas","2252295","Sociedade Portuguesa De Beneficencia","20","20","100%","0","0"
"11/05/2020 14:26","Porto Alegre - R09 R10","Sao Jeronimo","6424236","Hcsj Hospital De Caridade Sao Jeronimo","0","2","-","0","0"
"11/05/2020 14:46","Caxias Do Sul - R23 R24 R25 R26","Nova Bassano","5230241","Aconsel","0","0","-","0","0"
"11/05/2020 15:00","Santa Maria - R01 R02","Santa Maria","2244276","Hospital De Caridade Astrogildo De Azevedo","40","23","57.5%","2","0"
"11/05/2020 15:01","Pelotas - R21","Pelotas","2252341","Hospital Miguel Piltcher","6","2","33.3%","0","0"
"11/05/2020 15:03","Santa Cruz Do Sul - R28","Sinimbu","2236346","Hospital Sinimbu","0","0","-","0","0"
"11/05/2020 15:07","Passo Fundo - R17 R18 R19","Passo Fundo","3141330","Hospital De Prontoclinicas Ltda","9","4","44.4%","1","1"
"11/05/2020 15:14","Lajeado - R29 R30","Dois Lajeados","2241013","Hospital De Caridade Sao Roque","0","0","-","0","0"
"11/05/2020 15:18","Lajeado - R29 R30","Mucum","2707942","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"11/05/2020 15:19","Santa Maria - R01 R02","Santa Maria","2244144","Hospital Da Brigada Militar De Santa Maria","0","0","-","0","0"
"11/05/2020 15:32","Lajeado - R29 R30","Taquari","9563873","Hospital Sao Jose","0","0","-","0","0"
"11/05/2020 15:36","Bage - R22","Acegua","2262010","Hospital Da Colonia Nova","0","0","-","0","0"
"11/05/2020 15:37","Ijui - R13","Ajuricaba","2265885","Hospital Ajuricaba","0","0","-","0","0"
"11/05/2020 15:38","Porto Alegre - R09 R10","Porto Alegre","7513151","Hospital Restinga E Extremo Sul","10","10","100%","0","0"
"11/05/2020 15:50","Santa Rosa - R14","Horizontina","7607547","Associacao Beneficente Oswaldo Cruz De Horizontina","0","0","-","0","0"
"11/05/2020 15:59","Cruz Alta - R12","Tupancireta","2244225","Hospital De Caridade Brasilina Terra","0","0","-","0","0"
"11/05/2020 16:06","Passo Fundo - R17 R18 R19","Passo Fundo","2246996","Hospital Municipal Passo Fundo","0","0","-","0","0"
"11/05/2020 16:06","Santa Cruz Do Sul - R28","Rio Pardo","2792974","Hospital Regional Do Vale Do Rio Pardo","0","1","-","0","0"
"11/05/2020 16:07","Capao Da Canoa - R04 R05","Tramandai","2793008","Hospital Tramandai","16","12","75%","0","1"
"11/05/2020 16:07","Santo Angelo - R11","Santo Angelo","2259907","Hospital Santo Angelo","10","6","60%","2","0"
"11/05/2020 16:10","Lajeado - R29 R30","Lajeado","2252287","Hospital Bruno Born","30","21","70%","9","4"
"11/05/2020 16:13","Santo Angelo - R11","Guarani Das Missoes","2259931","Hospital Santa Teresa Guarani Das Missoes","0","0","-","0","0"
"11/05/2020 16:14","Porto Alegre - R09 R10","Porto Alegre","2237571","Hospital Nossa Senhora Da Conceicao Sa","69","51","73.9%","10","6"
"11/05/2020 16:15","Novo Hamburgo - R07","Ivoti","2232189","Hospital Sao Jose Ivoti","0","0","-","0","0"
"11/05/2020 16:18","Passo Fundo - R17 R18 R19","Passo Fundo","2245663","Hospital Sao Vicente De Paulo","10","8","80%","0","0"
"11/05/2020 16:22","Passo Fundo - R17 R18 R19","Maximiliano De Almeida","2247038","Hospital Sao Jose Maximiliano De Almeida","0","0","-","0","0"
"11/05/2020 16:24","Passo Fundo - R17 R18 R19","Passo Fundo","2246988","Hospital Sao Vicente De Paulo","52","47","90.4%","9","8"
"11/05/2020 16:32","Canoas - R08","Triunfo","2227673","Hospital De Caridade Santa Rita","0","0","-","0","0"
"11/05/2020 16:34","Santa Maria - R01 R02","Faxinal Do Soturno","2244101","Hospital De Caridade Sao Roque","0","0","-","0","0"
"11/05/2020 16:36","Canoas - R08","Montenegro","2227959","Hospital Unimed Vale Do Cai","9","7","77.8%","0","2"
"11/05/2020 16:42","Palmeira Das Missoes - R15 R20","Caicara","2228548","Hospital S Roque Caicara","0","0","-","0","0"
"11/05/2020 16:46","Passo Fundo - R17 R18 R19","Soledade","2246961","Hospital Frei Clemente Soledade","6","0","0%","0","0"
"11/05/2020 16:51","Santa Maria - R01 R02","Sao Vicente Do Sul","2244136","Hospital De Sao Vicente Do Sul","0","0","-","0","0"
"11/05/2020 16:52","Lajeado - R29 R30","Ilopolis","2252139","Hospital Beneficente Leonilda Brunet","0","0","-","0","0"
"11/05/2020 16:54","Passo Fundo - R17 R18 R19","Arvorezinha","2252163","Hospital Beneficente Sao Joao Arvorezinha","0","0","-","0","0"
"11/05/2020 16:56","Pelotas - R21","Sao Lourenco Do Sul","2233371","Centro De Saude Sao Joao Da Reserva","0","0","-","0","0"
"11/05/2020 16:59","Cruz Alta - R12","Fortaleza Dos Valos","2263866","Hospital Municipal Bom Pastor","0","0","-","0","0"
"11/05/2020 17:00","Passo Fundo - R17 R18 R19","Lagoa Vermelha","3819590","Hospital Sao Paulo","0","0","-","0","0"
"11/05/2020 17:07","Capao Da Canoa - R04 R05","Mostardas","2224615","Hospital Sao Luiz","0","0","-","0","0"
"11/05/2020 17:09","Caxias Do Sul - R23 R24 R25 R26","Veranopolis","2707977","Hospital Comunitario Sao Peregrino Lazziozi","0","0","-","0","0"
"11/05/2020 17:10","Santa Maria - R01 R02","Sao Sepe","2244322","Hospital Santo Antonio","0","0","-","0","0"
"11/05/2020 17:11","Cruz Alta - R12","Cruz Alta","2263858","Hospital De Caridade Sao Vicente De Paulo","10","10","100%","1","0"
"11/05/2020 17:14","Canoas - R08","Canoas","3626245","Hospital Pronto Socorro De Canoas Dep Nelson Marchezan","10","9","90%","0","0"
"11/05/2020 17:14","Passo Fundo - R17 R18 R19","Nao-me-toque","2246902","Hospital Notre Dame Julia Billiart","0","0","-","0","0"
"11/05/2020 17:18","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223538","Hospital Geral","10","8","80%","0","0"
"11/05/2020 17:20","Palmeira Das Missoes - R15 R20","Coronel Bicaco","2235382","Assoc Hosp Santo Antonio De Padua","0","0","-","0","0"
"11/05/2020 17:29","Passo Fundo - R17 R18 R19","Casca","2246872","Hospital Santa Lucia Casca","0","0","-","0","0"
"11/05/2020 17:37","Palmeira Das Missoes - R15 R20","Palmitinho","2228580","Hospital Santa Terezinha Palmitinho","0","0","-","0","0"
"11/05/2020 17:39","Passo Fundo - R17 R18 R19","Tapejara","2246740","Hospital Santo Antonio","0","0","-","0","0"
"11/05/2020 17:50","Caxias Do Sul - R23 R24 R25 R26","Sao Marcos","3228630","Hospital Dr Stich","0","0","-","0","0"
"11/05/2020 17:56","Palmeira Das Missoes - R15 R20","Alpestre","2228564","Hospital Nossa Senhora","0","0","-","0","0"
"11/05/2020 17:58","Novo Hamburgo - R07","Estancia Velha","2707632","Hospital Municipal Getulio Vargas","0","0","-","0","0"
"11/05/2020 18:06","Caxias Do Sul - R23 R24 R25 R26","Feliz","6014194","Hospital Municipal Schlater","0","0","-","0","0"
"11/05/2020 18:08","Caxias Do Sul - R23 R24 R25 R26","Vacaria","2241048","Hospital Nossa Senhora Da Oliveira","10","7","70%","0","4"
"11/05/2020 18:14","Lajeado - R29 R30","Putinga","2252171","Hospital Doutor Oscar Benevolo","0","0","-","0","0"
"11/05/2020 18:15","Lajeado - R29 R30","Anta Gorda","9309470","Hospital Padre Catelli","0","0","-","0","0"
"11/05/2020 18:16","Uruguaiana - R03","Sant'ana Do Livramento","2248220","Santa Casa De Misericordia","10","10","100%","0","1"
"11/05/2020 18:23","Pelotas - R21","Pelotas","2253046","Ucpel Hospital Universitario Sao Francisco De Paula","20","16","80%","0","0"
"11/05/2020 18:27","Palmeira Das Missoes - R15 R20","Irai","2228653","Hospital N S Auxiliadora Irai","0","0","-","0","0"
"11/05/2020 18:33","Passo Fundo - R17 R18 R19","Carazinho","2262274","Hospital Comunitario De Carazinho","7","7","100%","0","0"
"11/05/2020 18:35","Cruz Alta - R12","Salto Do Jacui","2263882","Hospital Municipal Dr Aderbal Schneider","0","0","-","0","0"
"11/05/2020 18:37","Cachoeira Do Sul - R27","Sobradinho","9016554","Hospital Sao Joao Evangelista","0","0","-","0","0"
"11/05/2020 18:48","Erechim - R16","Severiano De Almeida","2249499","Hospital Sao Roque","0","0","-","0","0"
"11/05/2020 18:50","Pelotas - R21","Sao Jose Do Norte","2233355","Hospital Municipal Sao Jose Do Norte","0","0","-","0","0"
"11/05/2020 18:53","Porto Alegre - R09 R10","Porto Alegre","2237261","Hospital Beneficencia Portuguesa","10","0","0%","0","0"
"11/05/2020 19:05","Palmeira Das Missoes - R15 R20","Seberi","2228610","Hospital Pio Xii Seberi","0","0","-","0","0"
"11/05/2020 19:10","Passo Fundo - R17 R18 R19","Sao Jose Do Ouro","2246791","Hospital Sao Jose","0","0","-","0","0"
"11/05/2020 19:13","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255928","Hospital Monte Alverne","0","0","-","0","0"
"11/05/2020 19:17","Ijui - R13","Campo Novo","2261154","Hospicampo","0","0","-","0","0"
"11/05/2020 19:21","Porto Alegre - R09 R10","Alvorada","2232081","Hospital Alvorada","0","0","-","0","0"
"11/05/2020 19:21","Caxias Do Sul - R23 R24 R25 R26","Antonio Prado","2241072","Hospital Sao Jose","0","0","-","0","0"
"11/05/2020 19:29","Erechim - R16","Viadutos","2249537","Hospital N S Da Pompeia Viadutos","0","0","-","0","0"
"11/05/2020 19:34","Canoas - R08","Canoas","3508528","Hospital Universitario","40","18","45%","6","2"
"11/05/2020 19:37","Bage - R22","Bage","2261987","Santa Casa De Caridade De Bage","25","10","40%","0","0"
"11/05/2020 19:44","Pelotas - R21","Pelotas","2253690","Clinicanp","5","2","40%","0","0"
"11/05/2020 19:55","Caxias Do Sul - R23 R24 R25 R26","Nova Petropolis","2241102","Hospital Nova Petropolis","0","0","-","0","0"
"11/05/2020 19:58","Pelotas - R21","Cangucu","2232928","Hospital De Caridade De Cangucu","0","0","-","0","0"
"11/05/2020 20:02","Palmeira Das Missoes - R15 R20","Tenente Portela","5384117","Hospital Santo Antonio Tenente Portela","10","7","70%","0","1"
"13/04/2020 10:40","Santa Rosa - R14","Horizontina","2250772","Hospital Oswaldo Cruz","0","0","-","0","0"
"30/04/2020 16:10","Santa Maria - R01 R02","Ivora","2244179","Hospital De Ivora","0","0","-","0","0"
