"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"07/05/2020 09:00","Pelotas - R21","Pedro Osorio","2233339","Santa Casa De Misericordia De Pedro Osorio","0","0","-","0","0"
"07/05/2020 08:58","Santa Cruz Do Sul - R28","Vale Do Sol","2236338","Hospital Vale Do Sol","0","0","-","0","0"
"07/05/2020 08:58","Santa Maria - R01 R02","Paraiso Do Sul","2234467","Unidade Mista Hospital Paraiso","0","0","-","0","0"
"07/05/2020 08:55","Santa Rosa - R14","Santa Rosa","2254611","Hospital Vida Saude","10","7","70%","0","0"
"07/05/2020 08:53","Passo Fundo - R17 R18 R19","Sao Jose Do Ouro","2246791","Hospital Sao Jose","0","0","-","0","0"
"07/05/2020 08:52","Santa Rosa - R14","Candido Godoi","2250675","Hospital Santo Afonso","0","0","-","0","0"
"07/05/2020 08:49","Porto Alegre - R09 R10","Charqueadas","9528792","Hospital De Charqueadas","0","0","-","0","0"
"07/05/2020 08:48","Porto Alegre - R09 R10","Viamao","5223962","Instituto De Cardiologia Hospital Viamao","15","13","86.7%","0","2"
"07/05/2020 08:48","Santa Maria - R01 R02","Sao Francisco De Assis","2244330","Hospital Santo Antonio","0","0","-","0","0"
"07/05/2020 08:46","Passo Fundo - R17 R18 R19","Passo Fundo","2245663","Hospital Sao Vicente De Paulo","10","8","80%","0","0"
"07/05/2020 08:46","Santa Rosa - R14","Santa Rosa","3017060","Hospital Vida Saude","10","6","60%","2","4"
"07/05/2020 08:45","Passo Fundo - R17 R18 R19","Passo Fundo","2246988","Hospital Sao Vicente De Paulo","52","47","90.4%","12","5"
"07/05/2020 08:44","Porto Alegre - R09 R10","Cachoeirinha","2232103","Hospital Padre Jeremias","0","0","-","0","0"
"07/05/2020 08:39","Passo Fundo - R17 R18 R19","Tapejara","2246740","Hospital Santo Antonio","0","0","-","0","0"
"07/05/2020 08:38","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223546","Hospital Pompeia","30","24","80%","2","3"
"07/05/2020 08:35","Uruguaiana - R03","Rosario Do Sul","2248239","Hospital Auxiliadora","8","6","75%","0","0"
"07/05/2020 08:34","Capao Da Canoa - R04 R05","Palmares Do Sul","2224607","Hospital Sao Jose","0","0","-","0","0"
"07/05/2020 08:32","Canoas - R08","Sao Sebastiao Do Cai","2227908","Hospital Sagrada Familia","0","0","-","0","0"
"07/05/2020 08:32","Palmeira Das Missoes - R15 R20","Ametista Do Sul","2228629","Hospital Sao Gabriel Ametista Do Sul","0","0","-","0","0"
"07/05/2020 08:31","Capao Da Canoa - R04 R05","Osorio","2257815","Hospital Sao Vicente De Paulo","10","5","50%","2","1"
"07/05/2020 08:30","Santa Rosa - R14","Tucunduva","5050170","Hospital Dr Osvaldo Teixeira","0","0","-","0","0"
"07/05/2020 08:26","Taquara - R06","Igrejinha","2227665","Hospital Bom Pastor","0","0","-","0","0"
"07/05/2020 08:25","Uruguaiana - R03","Uruguaiana","2248190","Santa Casa De Uruguaiana","16","8","50%","0","0"
"07/05/2020 08:24","Erechim - R16","Nonoai","2228688","Hospital Comunitario Nonoai","0","0","-","0","0"
"07/05/2020 08:21","Santa Rosa - R14","Tuparendi","5729297","Cams","0","0","-","0","0"
"07/05/2020 08:21","Uruguaiana - R03","Itaqui","2248271","Hospital Sao Patricio De Itaqui","0","0","-","0","0"
"07/05/2020 08:19","Porto Alegre - R09 R10","Guaiba","6131913","Hospital Unimed","0","0","-","0","0"
"07/05/2020 08:19","Porto Alegre - R09 R10","Porto Alegre","5026253","Hospital Porto Alegre","17","3","17.6%","1","2"
"07/05/2020 08:18","Erechim - R16","Aratiba","2249502","Acha Aratiba","0","0","-","0","0"
"07/05/2020 08:15","Santa Maria - R01 R02","Jaguari","2244152","Irdesi De Jaguari","0","0","-","0","0"
"07/05/2020 08:14","Santa Maria - R01 R02","Santiago","2244357","Hospital De Caridade De Santiago","10","8","80%","1","0"
"07/05/2020 08:13","Santa Maria - R01 R02","Sao Joao Do Polesine","6364810","Hospital Dr Roberto Binatto","0","0","-","0","0"
"07/05/2020 08:13","Palmeira Das Missoes - R15 R20","Jaboticaba","2235315","Hospital Santa Rita D Jaboticaba","0","0","-","0","0"
"07/05/2020 08:08","Ijui - R13","Pejucara","2261138","Hospital Pejucara","0","0","-","0","0"
"07/05/2020 08:07","Santo Angelo - R11","Sao Borja","2248298","Hospital Infantil","9","7","77.8%","0","0"
"07/05/2020 08:07","Novo Hamburgo - R07","Dois Irmaos","6844138","Hospital Sao Jose De Dois Irmaos Ibsaude","0","0","-","0","0"
"07/05/2020 08:03","Ijui - R13","Augusto Pestana","2261081","Hospital Sao Francisco","0","0","-","0","0"
"07/05/2020 07:55","Erechim - R16","Campinas Do Sul","2249529","Hospital Municipal De Campinas Do Sul","0","0","-","0","0"
"07/05/2020 07:54","Novo Hamburgo - R07","Campo Bom","2232073","Hospital De Campo Bom Dr Lauro Reus","10","9","90%","0","0"
"07/05/2020 07:49","Santo Angelo - R11","Caibate","2259850","Hospital Roque Gonzales Caibate","0","0","-","0","0"
"07/05/2020 07:49","Santa Maria - R01 R02","Santa Maria","2244365","Hospital Da Base Aerea","0","0","-","0","0"
"07/05/2020 07:47","Lajeado - R29 R30","Arroio Do Meio","2252198","Hospital Sao Jose Arroio Do Meio","0","0","-","0","0"
"07/05/2020 07:36","Pelotas - R21","Pelotas","2253054","Santa Casa De Misericordia De Pelotas","17","17","100%","0","0"
"07/05/2020 07:33","Ijui - R13","Crissiumal","2708000","Hospital De Caridade De Crissiumal","0","0","-","0","0"
"07/05/2020 07:32","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223570","Hospital Do Circulo","18","5","27.8%","0","0"
"07/05/2020 07:15","Ijui - R13","Ijui","2261030","Hospital Bom Pastor Ijui","0","0","-","0","0"
"07/05/2020 06:45","Erechim - R16","Erechim","9142118","Santa Monica Hospital","0","0","-","0","0"
"06/05/2020 22:13","Bage - R22","Lavras Do Sul","2262029","Fundacao Medico Hospitalar","0","0","-","0","0"
"06/05/2020 21:02","Cachoeira Do Sul - R27","Sobradinho","9016554","Hospital Sao Joao Evangelista","0","0","-","0","0"
"06/05/2020 21:02","Passo Fundo - R17 R18 R19","Marau","2246953","Hospital Cristo Redentor Marau","0","0","-","0","0"
"06/05/2020 20:24","Pelotas - R21","Cangucu","2232928","Hospital De Caridade De Cangucu","0","0","-","0","0"
"06/05/2020 18:42","Ijui - R13","Campo Novo","2261154","Hospicampo","0","0","-","0","0"
"06/05/2020 17:18","Canoas - R08","Montenegro","2227959","Hospital Unimed Vale Do Cai","9","3","33.3%","1","2"
"06/05/2020 17:06","Lajeado - R29 R30","Bom Retiro Do Sul","2252023","Hospital De Caridade Santana Bom Retiro Do Sul","0","0","-","0","0"
"06/05/2020 15:42","Caxias Do Sul - R23 R24 R25 R26","Sao Marcos","3228630","Hospital Dr Stich","0","0","-","0","0"
"06/05/2020 15:04","Taquara - R06","Parobe","2227762","Hospital Sao Francisco De Assis","0","0","-","0","0"
"06/05/2020 14:39","Cachoeira Do Sul - R27","Arroio Do Tigre","2234424","Hospital Santa Rosa De Lima","0","0","-","0","0"
"06/05/2020 14:11","Taquara - R06","Taquara","2227932","Hospital Bom Jesus","10","5","50%","0","0"
"06/05/2020 13:59","Pelotas - R21","Santa Vitoria Do Palmar","2233398","Irmandade S Casa De Misericordia De S V Palmar","0","0","-","0","0"
"06/05/2020 13:41","Taquara - R06","Cambara Do Sul","5602742","Fundacao Hospitalar Sao Jose","0","0","-","0","0"
"06/05/2020 12:20","Lajeado - R29 R30","Serio","2252066","Hospital Sao Jose Serio","0","0","-","0","0"
"06/05/2020 11:49","Santa Cruz Do Sul - R28","Candelaria","2236362","Hospital Candelaria","0","0","-","0","0"
"06/05/2020 11:38","Caxias Do Sul - R23 R24 R25 R26","Nova Bassano","5230241","Aconsel","0","0","-","0","0"
"06/05/2020 11:18","Santo Angelo - R11","Porto Xavier","2259982","Hospital De Porto Xavier","0","0","-","0","0"
"06/05/2020 11:11","Santa Maria - R01 R02","Nova Palma","2244128","Hospital Nossa Senhora Da Piedade","0","0","-","0","0"
"06/05/2020 11:06","Cruz Alta - R12","Tupancireta","2244225","Hospital De Caridade Brasilina Terra","0","0","-","0","0"
"06/05/2020 11:00","Santa Rosa - R14","Alecrim","2707993","Hospital De Caridade De Alecrim","0","0","-","0","0"
"06/05/2020 10:41","Porto Alegre - R09 R10","Porto Alegre","9570047","Hospital Bdw","2","0","0%","0","0"
"06/05/2020 10:21","Passo Fundo - R17 R18 R19","Sertao","2246805","Hospital Sao Jose Sertao","0","0","-","0","0"
"06/05/2020 10:09","Santa Maria - R01 R02","Pinhal Grande","2244209","Casa De Saude Sao Jose","0","0","-","0","0"
"06/05/2020 09:11","Cruz Alta - R12","Santa Barbara Do Sul","2263890","Hospital Santa Barbara Beneficente","0","0","-","0","0"
"06/05/2020 08:54","Erechim - R16","Erechim","2249669","Hospital Unimed Erechim","0","0","-","0","0"
"06/05/2020 08:46","Capao Da Canoa - R04 R05","Santo Antonio Da Patrulha","6389104","Hospital De Santo Antonio Da Patrulha","0","0","-","0","0"
"06/05/2020 08:36","Cruz Alta - R12","Quinze De Novembro","2263831","Associacao Hospitalar 15 De Novembro","0","0","-","0","0"
"06/05/2020 08:14","Porto Alegre - R09 R10","Porto Alegre","2237156","Hbmpa","20","2","10%","0","0"
"06/05/2020 00:32","Pelotas - R21","Pinheiro Machado","2233320","Hospital Pinheiro Machado","0","0","-","0","0"
"05/05/2020 20:48","Palmeira Das Missoes - R15 R20","Palmeira Das Missoes","2235323","Hospital De Caridade Palmeira Das Missoes","0","0","-","0","0"
"05/05/2020 17:56","Santa Cruz Do Sul - R28","Sinimbu","2236346","Hospital Sinimbu","0","0","-","0","0"
"05/05/2020 12:40","Pelotas - R21","Sao Lourenco Do Sul","2233312","Santa Casa De Miseric S Lourenco Do Sul","0","0","-","0","0"
"05/05/2020 11:17","Uruguaiana - R03","Quarai","2248247","Fundacao Hospitalar De Caridade De Quarai","0","0","-","0","0"
"04/05/2020 14:40","Cachoeira Do Sul - R27","Encruzilhada Do Sul","2234432","Hospital Santa Barbara","0","0","-","0","0"
"03/05/2020 15:08","Palmeira Das Missoes - R15 R20","Constantina","3378691","Hospital Da Comunidade Ahcros Constantina","0","0","-","0","0"
