"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"10/05/2020 15:36","Ijui - R13","Condor","2261111","Hospital De Condor","0","0","-","0","0"
"10/05/2020 15:38","Caxias Do Sul - R23 R24 R25 R26","Vacaria","2241048","Hospital Nossa Senhora Da Oliveira","10","7","70%","0","0"
"10/05/2020 15:45","Cruz Alta - R12","Cruz Alta","2263858","Hospital De Caridade Sao Vicente De Paulo","10","10","100%","0","1"
"10/05/2020 15:47","Uruguaiana - R03","Sant'ana Do Livramento","5395194","Prontomed Cti Centro De Tratamento Intensivo Ltda","6","6","100%","0","0"
"10/05/2020 15:52","Porto Alegre - R09 R10","Porto Alegre","2262568","Hospital Sao Lucas Da Pucrs","59","41","69.5%","3","4"
"10/05/2020 15:53","Lajeado - R29 R30","Anta Gorda","9309470","Hospital Padre Catelli","0","0","-","0","0"
"10/05/2020 15:54","Palmeira Das Missoes - R15 R20","Planalto","2228556","Hospital Medianeira Planalto","0","0","-","0","0"
"10/05/2020 15:54","Lajeado - R29 R30","Putinga","2252171","Hospital Doutor Oscar Benevolo","0","0","-","0","0"
"10/05/2020 15:56","Lajeado - R29 R30","Lajeado","2252287","Hospital Bruno Born","30","24","80%","9","5"
"10/05/2020 16:03","Porto Alegre - R09 R10","Porto Alegre","3007847","Hospital Mae De Deus","50","39","78%","0","4"
"10/05/2020 16:03","Pelotas - R21","Santa Vitoria Do Palmar","2233398","Irmandade S Casa De Misericordia De S V Palmar","0","0","-","0","0"
"10/05/2020 16:13","Novo Hamburgo - R07","Ivoti","2232189","Hospital Sao Jose Ivoti","0","0","-","0","0"
"10/05/2020 16:13","Porto Alegre - R09 R10","Porto Alegre","2265052","Hospital Femina","4","1","25%","0","0"
"10/05/2020 16:17","Porto Alegre - R09 R10","Porto Alegre","2237601","Hospital De Clinicas","82","57","69.5%","9","3"
"10/05/2020 16:17","Passo Fundo - R17 R18 R19","Arvorezinha","2252163","Hospital Beneficente Sao Joao Arvorezinha","0","0","-","0","0"
"10/05/2020 16:21","Porto Alegre - R09 R10","Porto Alegre","7092571","Hospital Independencia","10","7","70%","0","0"
"10/05/2020 16:24","Canoas - R08","Canoas","3626245","Hospital Pronto Socorro De Canoas Dep Nelson Marchezan","10","10","100%","0","0"
"10/05/2020 16:30","Santo Angelo - R11","Guarani Das Missoes","2259931","Hospital Santa Teresa Guarani Das Missoes","0","0","-","0","0"
"10/05/2020 16:34","Porto Alegre - R09 R10","Porto Alegre","2237571","Hospital Nossa Senhora Da Conceicao Sa","69","39","56.5%","11","5"
"10/05/2020 16:36","Porto Alegre - R09 R10","Porto Alegre","2237822","Hospital Materno Infantil Presidente Vargas","0","0","-","0","0"
"10/05/2020 16:37","Passo Fundo - R17 R18 R19","Marau","2246953","Hospital Cristo Redentor Marau","0","0","-","0","0"
"10/05/2020 16:45","Canoas - R08","Montenegro","2227959","Hospital Unimed Vale Do Cai","9","6","66.7%","0","2"
"10/05/2020 16:49","Palmeira Das Missoes - R15 R20","Irai","2228653","Hospital N S Auxiliadora Irai","0","0","-","0","0"
"10/05/2020 16:55","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223570","Hospital Do Circulo","18","3","16.7%","0","0"
"10/05/2020 16:56","Caxias Do Sul - R23 R24 R25 R26","Nova Bassano","5230241","Aconsel","0","0","-","0","0"
"10/05/2020 17:00","Erechim - R16","Nonoai","2228688","Hospital Comunitario Nonoai","0","0","-","0","0"
"10/05/2020 17:05","Pelotas - R21","Herval","2233436","Hospital Nossa Senhora Da Gloria","0","0","-","0","0"
"10/05/2020 17:14","Erechim - R16","Marcelino Ramos","2249618","Associacao Hospitalar Marcelinense","0","0","-","0","0"
"10/05/2020 17:22","Palmeira Das Missoes - R15 R20","Alpestre","2228564","Hospital Nossa Senhora","0","0","-","0","0"
"10/05/2020 17:42","Cruz Alta - R12","Cruz Alta","2263823","Hospital Santa Lucia Ltda","12","4","33.3%","0","0"
"10/05/2020 17:46","Palmeira Das Missoes - R15 R20","Seberi","2228610","Hospital Pio Xii Seberi","0","0","-","0","0"
"10/05/2020 17:49","Canoas - R08","Canoas","3508528","Hospital Universitario","40","19","47.5%","4","4"
"10/05/2020 17:51","Cruz Alta - R12","Santa Barbara Do Sul","2263890","Hospital Santa Barbara Beneficente","0","0","-","0","0"
"10/05/2020 17:52","Passo Fundo - R17 R18 R19","Maximiliano De Almeida","2247038","Hospital Sao Jose Maximiliano De Almeida","0","0","-","0","0"
"10/05/2020 17:53","Santa Maria - R01 R02","Santa Maria","2244276","Hospital De Caridade Astrogildo De Azevedo","40","28","70%","1","0"
"10/05/2020 17:56","Taquara - R06","Sao Francisco De Paula","2227770","Hospital Sao Francisco De Paula","0","0","-","0","0"
"10/05/2020 18:07","Ijui - R13","Campo Novo","2261154","Hospicampo","0","0","-","0","0"
"10/05/2020 18:12","Passo Fundo - R17 R18 R19","Sao Jose Do Ouro","2246791","Hospital Sao Jose","0","0","-","0","0"
"10/05/2020 18:21","Lajeado - R29 R30","Dois Lajeados","2241013","Hospital De Caridade Sao Roque","0","0","-","0","0"
"10/05/2020 18:21","Pelotas - R21","Pelotas","2252341","Hospital Miguel Piltcher","6","2","33.3%","0","0"
"10/05/2020 18:30","Caxias Do Sul - R23 R24 R25 R26","Veranopolis","2707977","Hospital Comunitario Sao Peregrino Lazziozi","0","0","-","0","0"
"10/05/2020 18:31","Uruguaiana - R03","Sant'ana Do Livramento","2248220","Santa Casa De Misericordia","10","7","70%","0","1"
"10/05/2020 18:32","Erechim - R16","Severiano De Almeida","2249499","Hospital Sao Roque","0","0","-","0","0"
"10/05/2020 18:35","Pelotas - R21","Pelotas","2253046","Ucpel Hospital Universitario Sao Francisco De Paula","20","20","100%","0","0"
"10/05/2020 18:39","Capao Da Canoa - R04 R05","Mostardas","2224615","Hospital Sao Luiz","0","0","-","0","0"
"10/05/2020 18:45","Passo Fundo - R17 R18 R19","Carazinho","2262274","Hospital Comunitario De Carazinho","7","7","100%","0","0"
"10/05/2020 18:49","Santa Maria - R01 R02","Julio De Castilhos","2244098","Hospital Bernardina Salles De Barros","0","0","-","0","0"
"10/05/2020 18:51","Santo Angelo - R11","Santo Angelo","2259907","Hospital Santo Angelo","10","9","90%","3","0"
"10/05/2020 18:53","Canoas - R08","Triunfo","2227673","Hospital De Caridade Santa Rita","0","0","-","0","0"
"10/05/2020 18:54","Santa Maria - R01 R02","Sao Sepe","2244322","Hospital Santo Antonio","0","0","-","0","0"
"10/05/2020 18:55","Santa Maria - R01 R02","Sao Vicente Do Sul","2244136","Hospital De Sao Vicente Do Sul","0","0","-","0","0"
"10/05/2020 19:02","Pelotas - R21","Pelotas","2252295","Sociedade Portuguesa De Beneficencia","20","20","100%","0","0"
"10/05/2020 19:14","Santo Angelo - R11","Sao Borja","2248298","Hospital Infantil","9","6","66.7%","0","0"
"10/05/2020 19:20","Santo Angelo - R11","Santo Angelo","7151888","Hospital Regional Unimed Missoes","7","2","28.6%","0","0"
"10/05/2020 19:24","Palmeira Das Missoes - R15 R20","Caicara","2228548","Hospital S Roque Caicara","0","0","-","0","0"
"10/05/2020 19:27","Bage - R22","Bage","2261987","Santa Casa De Caridade De Bage","25","12","48%","0","1"
"10/05/2020 19:34","Passo Fundo - R17 R18 R19","Nao-me-toque","2246902","Hospital Notre Dame Julia Billiart","0","0","-","0","0"
"10/05/2020 19:38","Palmeira Das Missoes - R15 R20","Ronda Alta","2235412","Hospital Dos Trabalhadores Atra","0","0","-","0","0"
"10/05/2020 19:53","Pelotas - R21","Pelotas","2253690","Clinicanp","5","1","20%","0","0"
"10/05/2020 19:59","Lajeado - R29 R30","Encantado","2252228","Hospital Santa Teresinha Encantado","0","0","-","0","0"
"10/05/2020 20:01","Porto Alegre - R09 R10","Porto Alegre","5026253","Hospital Porto Alegre","17","6","35.3%","1","0"
"10/05/2020 20:05","Passo Fundo - R17 R18 R19","David Canabarro","2246937","Hospital Sao Jose David Canabarro","0","0","-","0","0"
"10/05/2020 20:06","Palmeira Das Missoes - R15 R20","Frederico Westphalen","2228602","Hospital Divina Providencia Fredwest","10","4","40%","2","0"
"10/05/2020 20:39","Canoas - R08","Esteio","2232030","Fundacao De Saude Publica Sao Camilo De Esteio","8","6","75%","0","0"
"10/05/2020 20:47","Bage - R22","Acegua","2262010","Hospital Da Colonia Nova","0","0","-","0","0"
"10/05/2020 20:49","Palmeira Das Missoes - R15 R20","Palmitinho","2228580","Hospital Santa Terezinha Palmitinho","0","0","-","0","0"
"10/05/2020 20:52","Caxias Do Sul - R23 R24 R25 R26","Antonio Prado","2241072","Hospital Sao Jose","0","0","-","0","0"
"10/05/2020 21:21","Capao Da Canoa - R04 R05","Torres","2707950","Hospital Beneficente Nossa Senhora Dos Navegantes","5","6","120%","1","1"
"10/05/2020 21:25","Caxias Do Sul - R23 R24 R25 R26","Flores Da Cunha","2241145","Hospital Fatima","0","0","-","0","0"
"10/05/2020 21:30","Cruz Alta - R12","Salto Do Jacui","2263882","Hospital Municipal Dr Aderbal Schneider","0","0","-","0","0"
"10/05/2020 21:42","Pelotas - R21","Sao Jose Do Norte","2233355","Hospital Municipal Sao Jose Do Norte","0","0","-","0","0"
"10/05/2020 21:49","Palmeira Das Missoes - R15 R20","Palmeira Das Missoes","2235323","Hospital De Caridade Palmeira Das Missoes","0","0","-","0","0"
"10/05/2020 22:06","Erechim - R16","Viadutos","2249537","Hospital N S Da Pompeia Viadutos","0","0","-","0","0"
"10/05/2020 22:21","Uruguaiana - R03","Uruguaiana","2248190","Santa Casa De Uruguaiana","16","8","50%","0","0"
"10/05/2020 22:25","Palmeira Das Missoes - R15 R20","Rodeio Bonito","2228734","Hospital Sao Jose Rodeio Bonito","0","0","-","0","0"
"10/05/2020 22:27","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255928","Hospital Monte Alverne","0","0","-","0","0"
"10/05/2020 22:46","Santa Maria - R01 R02","Santa Maria","2244292","Hospital Sao Francisco De Assis","10","2","20%","0","0"
"10/05/2020 22:58","Santa Maria - R01 R02","Santa Maria","5922216","Hospital Casa De Saude","0","0","-","0","0"
"13/04/2020 10:40","Santa Rosa - R14","Horizontina","2250772","Hospital Oswaldo Cruz","0","0","-","0","0"
"30/04/2020 16:10","Santa Maria - R01 R02","Ivora","2244179","Hospital De Ivora","0","0","-","0","0"
