"Últ Atualização","Cód","Hospital","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"02/05/2020 10:35","2236338","HOSPITAL VALE DO SOL","0","0","-","0","0"
"02/05/2020 10:29","2257564","FUNDACAO HOSPITALAR DE ROLANTE","0","0","-","0","0"
"02/05/2020 10:26","3228630","HOSPITAL DR STICH","0","0","-","0","0"
"02/05/2020 10:09","2261995","HOSPITAL UNIVERSITARIO URCAMP","0","0","-","0","0"
"02/05/2020 09:56","2233401","SANTA CASA DE CARIDADE JAGUARAO","0","0","-","0","0"
"02/05/2020 08:50","2228629","HOSPITAL SAO GABRIEL AMETISTA DO SUL","0","0","-","0","0"
"01/05/2020 22:59","2263890","HOSPITAL SANTA BARBARA BENEFICENTE","0","0","-","0","0"
"01/05/2020 19:26","2241129","HOSPITAL SAO PEDRO CANISIO","0","0","-","0","0"
"01/05/2020 19:08","2233355","HOSPITAL MUNICIPAL SAO JOSE DO NORTE","0","0","-","0","0"
"01/05/2020 17:59","5602742","FUNDACAO HOSPITALAR SAO JOSE","0","0","-","0","0"
"01/05/2020 17:15","2261103","HOSPITAL DE CHIAPETTA","0","0","-","0","0"
"01/05/2020 16:13","2265885","HOSPITAL AJURICABA","0","0","-","0","0"
"01/05/2020 16:00","2228688","HOSPITAL COMUNITARIO NONOAI","0","0","-","0","0"
"01/05/2020 15:57","2233320","HOSPITAL PINHEIRO MACHADO","0","0","-","0","0"
"01/05/2020 11:45","2244314","HOSPITAL MUNICIPAL DE SAO PEDRO DO SUL","0","0","-","0","0"
"01/05/2020 10:06","9142118","SANTA MONICA HOSPITAL","0","0","-","0","0"
"01/05/2020 08:28","2252007","HOSPITAL MARQUES DE SOUZA","0","0","-","0","0"
