"Últ Atualização","Cód","Hospital","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"30/04/2020 09:12","2259982","HOSPITAL DE PORTO XAVIER","0","0","-","0","0"
"30/04/2020 09:30","2233339","SANTA CASA DE MISERICORDIA DE PEDRO OSORIO","0","0","-","0","0"
"30/04/2020 09:34","2263866","HOSPITAL MUNICIPAL BOM PASTOR","0","0","-","0","0"
"30/04/2020 09:48","2252147","SOCIEDADE BENEFICENTE ROQUE GONZALES","0","0","-","0","0"
"30/04/2020 10:38","2249626","HOSPITAL SANTO ANTONIO ESTACAO","0","0","-","0","0"
"30/04/2020 12:23","2227959","HOSPITAL UNIMED VALE DO CAI","9","5","55.6%","0","3"
"30/04/2020 13:16","2236346","HOSPITAL SINIMBU","0","0","-","0","0"
"30/04/2020 13:17","6844138","HOSPITAL SAO JOSE DE DOIS IRMAOS IBSAUDE","0","0","-","0","0"
"30/04/2020 13:42","9131981","HOSPITAL SAO LUCAS","0","0","-","0","0"
"30/04/2020 13:52","2244209","CASA DE SAUDE SAO JOSE","0","0","-","0","0"
"30/04/2020 13:56","2244128","HOSPITAL NOSSA SENHORA DA PIEDADE","0","0","-","0","0"
"30/04/2020 16:06","2707632","HOSPITAL MUNICIPAL GETULIO VARGAS","0","0","-","0","0"
"30/04/2020 16:10","2244179","HOSPITAL DE IVORA","0","0","-","0","0"
"30/04/2020 16:55","2234432","HOSPITAL SANTA BARBARA","0","0","-","0","0"
"30/04/2020 18:00","6011926","HOSPITAL DE BOM JESUS","0","0","-","0","0"
"30/04/2020 18:29","2254956","HOSPITAL PANAMBI","0","0","-","0","0"
"30/04/2020 21:57","2252066","HOSPITAL SAO JOSE SERIO","0","0","-","0","0"
